pid,pid_s,coupleid,countyid14,gender,age,edu,han_race,hukou,kids,income,fincome_per,urban,marriage_sat,secon_sat,shw_sat,division,hwh,work_only,femma,c_childage_min,c_elderpres,c_elderage_min,c_elderage_max
11920,11921,12122,74,Male,30,Junior high school or below,han,1,2,0,6550,Rural,4,5,4,4,2,0,3,2,1,61,61
11923,11922,12123,74,Female,29,Junior high school or below,han,1,1,0,4150,Rural,4,5,5,4,3,0,3,7,1,70,70
11922,11923,12123,74,Male,39,Junior high school or below,han,1,1,0,4150,Rural,5,3,3,4,2,0,4,7,1,70,70
11925,11924,12124,74,Male,44,Junior high school or below,han,1,2,0,9617.5,Rural,5,4,5,4,3,0,2,18,0,,
11924,11925,12124,74,Female,45,Junior high school or below,han,1,2,0,9617.5,Rural,5,4,5,5,3,0,4,18,0,,
11926,11927,12125,74,Male,49,Junior high school or below,han,1,2,0,22300,Rural,3,3,3,3,1,0,3,22,0,,
11927,11926,12125,74,Female,43,Junior high school or below,han,1,2,0,22300,Rural,4,4,4,3,2,0,4,22,0,,
11928,11929,12128,74,Male,46,Junior high school or below,han,1,2,0,1386.667,Rural,5,5,5,4,1,0,4,24,0,,
11929,11928,12128,74,Female,45,Junior high school or below,han,1,2,0,1386.667,Rural,5,5,5,3,2,0,4,24,0,,
11931,11930,12130,74,Female,33,Junior high school or below,han,1,2,0,8266.667,Rural,4,4,4,4,2,0,4,8,1,59,59
11930,11931,12130,74,Male,37,Junior high school or below,han,1,2,0,8266.667,Rural,5,5,5,5,1,0,5,8,1,59,59
11933,11932,12131,74,Female,41,Junior high school or below,han,1,2,0,1075,Rural,4,4,4,2,2,0,2,14,0,,
11932,11933,12131,74,Male,50,Junior high school or below,han,1,2,0,1075,Rural,5,5,4,1,2,0,2,14,0,,
11935,11934,12133,74,Female,31,Junior high school or below,han,1,1,0,6540,Rural,5,4,4,5,2,0,5,2,1,52,52
11934,11935,12133,74,Male,28,Senior high school/secondary school/tec,han,0,1,0,6540,Rural,5,4,5,1,1,0,1,2,1,52,52
11936,11937,12134,74,Female,38,Junior high school or below,han,1,2,0,1740,Rural,5,4,4,5,2,0,5,20,1,73,73
11937,11936,12134,74,Male,40,Junior high school or below,han,1,2,0,1740,Rural,4,4,5,5,0,0,4,20,1,73,73
11938,11939,12138,74,Male,38,Junior high school or below,han,1,1,0,11925,Rural,4,5,4,4,0.5,0,4,19,1,67,67
11939,11938,12138,74,Female,39,Junior high school or below,han,1,1,0,11925,Rural,4,4,5,5,3,0,5,19,1,67,67
11940,11941,12142,74,Male,34,Junior high school or below,han,1,0,0,5175,Rural,4,5,5,5,2,0,4,,1,66,66
11941,11940,12142,74,Female,37,Junior high school or below,han,1,0,0,5175,Rural,5,3,5,3,2,0,2,,1,66,66
11943,11942,12144,74,Female,36,Junior high school or below,han,1,1,0,9910,Rural,5,5,5,5,1,0,5,6,1,71,71
11942,11943,12144,74,Male,37,Junior high school or below,han,1,1,0,9910,Rural,5,5,5,5,1,0,5,6,1,71,71
11945,11944,12145,74,Female,41,Junior high school or below,han,1,2,0,12825,Rural,5,4,2,2,2,0,4,14,0,,
11944,11945,12145,74,Male,47,Junior high school or below,han,1,2,0,12825,Rural,5,4,4,4,2,0,3,14,0,,
11948,11949,12149,74,Male,40,Junior high school or below,han,1,2,0,2480,Rural,2,3,5,5,1,0,5,5,1,68,68
11949,11948,12149,74,Female,37,Junior high school or below,han,1,2,0,2480,Rural,5,5,4,5,1,0,4,5,1,68,68
11951,11950,12150,74,Female,45,Junior high school or below,han,1,1,0,12723.33,Rural,5,5,5,5,2,0,5,20,0,,
11950,11951,12150,74,Male,48,Junior high school or below,han,1,1,0,12723.33,Rural,5,5,5,5,2,0,5,20,0,,
11952,11953,12151,74,Male,43,Junior high school or below,han,1,2,0,12588,Rural,4,3,5,3,0.5,0,4,9,1,62,62
11953,11952,12151,74,Female,37,Junior high school or below,han,1,2,0,12588,Rural,3,4,5,5,4,0,2,9,1,62,62
11966,11967,12161,74,Male,48,Junior high school or below,han,1,2,0,6830,Rural,3,4,5,3,6,0,2,25,0,,
11967,11966,12161,74,Female,46,Junior high school or below,han,1,2,0,6830,Rural,5,4,4,5,6,0,2,25,0,,
11971,11970,12165,74,Male,34,Junior high school or below,han,1,2,0,9966.667,Rural,4,2,5,3,2,0,5,6,1,58,58
11970,11971,12165,74,Female,29,Junior high school or below,han,1,2,0,9966.667,Rural,4,4,1,5,8,0,1,6,1,58,58
11976,11977,12173,74,Male,49,Junior high school or below,han,1,2,0,7630,Rural,5,5,5,5,1,0,5,26,0,,
11977,11976,12173,74,Female,48,4-year college/Bachelor's degree or above,han,1,2,0,7630,Rural,5,5,5,5,6,0,4,26,0,,
11980,11981,12177,74,Male,41,4-year college/Bachelor's degree or above,han,1,2,0,6204,Rural,1,5,5,5,6,0,2,3,1,67,67
11981,11980,12177,74,Female,35,4-year college/Bachelor's degree or above,han,1,2,0,6204,Rural,4,3,3,1,2.5,0,2,3,1,67,67
11982,11983,12178,74,Female,46,Junior high school or below,han,1,2,0,6900,Rural,5,5,5,5,5,0,5,25,0,,
11983,11982,12178,74,Male,48,Junior high school or below,han,1,2,0,6900,Rural,5,3,5,5,8,0,3,25,0,,
11986,11987,12181,74,Male,48,Junior high school or below,han,1,1,0,9604,Rural,5,5,5,5,8,0,3,31,0,,
11987,11986,12181,74,Female,48,4-year college/Bachelor's degree or above,han,1,1,0,9604,Rural,4,4,4,5,8,0,3,31,0,,
11991,11990,12185,75,Female,26,Junior high school or below,han,1,2,0,571.4286,Rural,,,,,,0,,4,1,51,51
11990,11991,12185,75,Male,27,Senior high school/secondary school/tec,han,1,2,0,571.4286,Rural,,,,,,0,,4,1,51,51
11994,11995,12188,75,Male,42,Junior high school or below,han,1,2,0,261.6667,Rural,5,4,5,5,1,0,5,17,1,77,77
11995,11994,12188,75,Female,44,4-year college/Bachelor's degree or above,han,1,2,0,261.6667,Rural,,,,,2,0,,17,1,77,77
11996,11997,12189,75,Male,42,Junior high school or below,han,1,2,0,1564,Rural,5,5,5,5,2,0,5,20,1,67,67
11997,11996,12189,75,Female,41,4-year college/Bachelor's degree or above,han,1,2,0,1564,Rural,5,5,5,5,2,0,5,20,1,67,67
12001,12000,12191,75,Female,47,4-year college/Bachelor's degree or above,han,1,1,0,6400,Rural,5,5,5,5,5,0,5,29,0,,
12000,12001,12191,75,Male,50,Junior high school or below,han,1,1,0,6400,Rural,5,5,5,5,3,0,5,29,0,,
12004,12003,12193,75,Female,50,4-year college/Bachelor's degree or above,han,1,2,0,10475.89,Rural,,,,,,0,,29,0,,
12003,12004,12193,75,Male,50,Junior high school or below,han,1,2,0,10475.89,Rural,4,4,5,5,2,0,5,29,0,,
12007,12006,12196,75,Male,44,4-year college/Bachelor's degree or above,han,1,1,0,4466.667,Rural,,,,,2.5,0,,20,0,,
12006,12007,12196,75,Female,46,4-year college/Bachelor's degree or above,han,1,1,0,4466.667,Rural,,,,,3.5,0,,20,0,,
12009,12008,12198,75,Female,26,Junior high school or below,han,1,1,0,6200,Rural,,,,,,0,,5,1,58,58
12008,12009,12198,75,Male,28,Senior high school/secondary school/tec,han,1,1,0,6200,Rural,,,,,,0,,5,1,58,58
12012,12013,12201,75,Male,45,Junior high school or below,han,1,2,0,1750,Urban,5,5,5,5,3,0,5,23,0,,
12013,12012,12201,75,Female,45,4-year college/Bachelor's degree or above,han,1,2,0,1750,Urban,5,5,5,5,4,0,5,23,0,,
12015,12014,12203,75,Female,35,Junior high school or below,han,1,2,0,3240,Urban,5,5,5,1,3,0,2,9,1,87,87
12014,12015,12203,75,Male,37,Junior high school or below,han,1,2,0,3240,Urban,5,5,5,1,2,0,1,9,1,87,87
12016,12017,12204,75,Male,44,4-year college/Bachelor's degree or above,han,1,2,0,2275,Urban,3,3,3,5,3,0,5,19,,,
12017,12016,12204,75,Female,44,Junior high school or below,han,1,2,0,2275,Urban,4,5,3,5,4,0,5,19,,,
12019,12018,12205,75,Female,44,4-year college/Bachelor's degree or above,han,1,2,0,400,Urban,1,1,4,5,4,0,4,23,0,,
12018,12019,12205,75,Male,48,Junior high school or below,han,1,2,0,400,Urban,4,4,4,4,0.5,0,3,23,0,,
12020,12021,12207,75,Male,34,3-year college,han,1,2,0,1070,Urban,5,5,5,5,1,0,1,6,1,60,60
12021,12020,12207,75,Female,26,4-year college/Bachelor's degree or above,han,1,2,0,1070,Urban,5,5,5,5,3,0,5,6,1,60,60
12023,12022,12209,75,Female,49,4-year college/Bachelor's degree or above,han,1,3,0,223.3333,Urban,5,5,5,5,1,0,5,19,,,
12022,12023,12209,75,Male,49,Junior high school or below,han,1,3,0,223.3333,Urban,5,5,5,5,2,0,5,19,,,
12024,12025,12210,75,Female,44,4-year college/Bachelor's degree or above,han,1,3,0,6276,Urban,5,5,5,5,1,0,5,17,0,,
12025,12024,12210,75,Male,44,Junior high school or below,han,1,3,0,6276,Urban,5,5,5,5,3,0,5,17,0,,
12027,12026,12212,75,Female,28,4-year college/Bachelor's degree or above,han,1,2,0,4274.286,Urban,5,5,4,3,3,0,5,6,1,51,51
12026,12027,12212,75,Male,29,Junior high school or below,han,1,2,0,4274.286,Urban,,,,,0,0,,6,1,51,51
12028,12029,12213,75,Male,43,Senior high school/secondary school/tec,han,1,3,0,1600,Urban,3,5,5,4,1,0,3,15,0,,
12029,12028,12213,75,Female,44,4-year college/Bachelor's degree or above,han,1,3,0,1600,Urban,5,5,5,5,2,0,5,15,0,,
12030,12031,12215,75,Male,35,4-year college/Bachelor's degree or above,han,1,2,0,750,Urban,5,5,5,5,4,0,5,5,0,,
12031,12030,12215,75,Female,26,4-year college/Bachelor's degree or above,han,1,2,0,750,Urban,5,5,5,5,5,0,5,5,0,,
12033,12032,12216,75,Female,25,4-year college/Bachelor's degree or above,han,1,1,0,9400,Urban,5,5,2,3,3,0,5,3,1,54,54
12032,12033,12216,75,Male,29,Junior high school or below,han,1,1,0,9400,Urban,5,3,4,5,2,0,4,3,1,54,54
12034,12035,12219,75,Male,41,Junior high school or below,han,1,2,0,2333.333,Urban,3,3,2,5,1,0,3,19,0,,
12035,12034,12219,75,Female,41,Junior high school or below,han,1,2,0,2333.333,Urban,4,4,4,5,2,0,4,19,0,,
12036,12037,12220,75,Male,44,Junior high school or below,han,1,2,0,166.6667,Urban,5,4,5,5,2,0,4,10,1,63,63
12037,12036,12220,75,Female,44,4-year college/Bachelor's degree or above,han,1,2,0,166.6667,Urban,3,3,5,4,2,0,4,10,1,63,63
12038,12039,12222,75,Male,29,Junior high school or below,han,1,2,0,2366.667,Urban,5,5,5,3,1,0,3,1,0,,
12039,12038,12222,75,Female,30,Junior high school or below,han,1,2,0,2366.667,Urban,4,4,3,2,6,0,2,1,0,,
12041,12040,12224,75,Female,27,Junior high school or below,han,1,2,0,600,Urban,5,5,5,5,4,0,1,4,1,57,57
12040,12041,12224,75,Male,27,4-year college/Bachelor's degree or above,han,1,2,0,600,Urban,5,5,4,4,1,0,3,4,1,57,57
12042,12043,12225,75,Male,28,Junior high school or below,han,1,2,0,500,Urban,5,5,5,5,1,0,5,2,1,50,50
12043,12042,12225,75,Female,26,Junior high school or below,han,1,2,0,500,Urban,3,4,5,4,2,0,2,2,1,50,50
12045,12044,12227,75,Female,42,4-year college/Bachelor's degree or above,han,1,2,0,3200,Rural,5,5,5,5,2,0,5,13,0,,
12044,12045,12227,75,Male,43,Junior high school or below,han,1,2,0,3200,Rural,4,3,5,5,3,0,5,13,0,,
12054,12055,12238,75,Male,35,Junior high school or below,han,1,2,0,450,Rural,,,,,2,0,,9,1,65,65
12055,12054,12238,75,Female,32,Junior high school or below,han,1,2,0,450,Urban,4,3,4,5,3,0,5,9,1,65,65
12060,12061,12243,75,Male,36,Junior high school or below,han,1,2,0,164,Rural,5,5,5,2,4,0,2,6,1,67,67
12061,12060,12243,75,Female,31,Junior high school or below,han,1,2,0,164,Rural,5,5,5,5,6,0,5,6,1,67,67
12072,12073,12251,71,Male,35,3-year college,han,1,2,0,3868,Rural,5,4,4,3,4,0,3,11,1,59,59
12073,12072,12251,71,Female,36,Senior high school/secondary school/tec,han,1,2,0,3868,Rural,5,4,3,3,3,0,1,11,1,59,59
12076,12077,12257,71,Male,49,Junior high school or below,han,1,3,0,20600,Rural,4,4,4,5,2,0,5,21,0,,
12077,12076,12257,71,Female,49,Junior high school or below,han,1,3,0,20600,Rural,5,5,5,5,3,0,4,21,0,,
12082,12081,12261,71,Female,43,Junior high school or below,han,1,2,0,1512.5,Rural,4,3,1,5,6,0,3,19,0,,
12081,12082,12261,71,Male,41,Junior high school or below,han,1,2,0,1512.5,Rural,5,5,5,5,3,0,5,19,0,,
12088,12087,12265,71,Male,50,Junior high school or below,han,1,2,0,51783.33,Rural,4,4,5,4,2,0,2,25,0,,
12087,12088,12265,71,Female,49,Junior high school or below,han,1,2,0,51783.33,Rural,3,3,3,4,8,0,4,25,0,,
12091,12092,12268,71,Male,46,Junior high school or below,han,1,2,0,1966.667,Rural,4,4,3,5,5,0,3,24,0,,
12092,12091,12268,71,Female,47,Junior high school or below,han,1,2,0,1966.667,Rural,3,3,3,3,3,0,3,24,0,,
12094,12093,12270,71,Female,40,Junior high school or below,han,1,2,0,306.6667,Rural,4,4,2,4,3,0,5,19,1,75,75
12093,12094,12270,71,Male,43,Junior high school or below,han,1,2,0,306.6667,Rural,5,5,5,5,3,0,5,19,1,75,75
12099,12100,12276,60,Male,36,Junior high school or below,han,0,2,0,1920,Rural,,,,,2,0,,6,1,63,63
12100,12099,12276,60,Female,36,Junior high school or below,han,0,2,0,1920,Rural,2,2,3,2,2,0,5,6,1,63,63
12113,12112,12285,60,Female,42,Junior high school or below,han,1,3,0,10800,Rural,4,4,3,5,2,0,1,13,,,
12112,12113,12285,60,Male,43,Junior high school or below,han,1,3,0,10800,Rural,5,5,5,5,2,0,5,13,,,
12131,12130,12298,60,Male,36,Junior high school or below,han,0,1,0,7800,Rural,,,,,0,0,,7,1,65,65
12130,12131,12298,60,Female,31,Junior high school or below,han,0,1,0,7800,Rural,5,5,5,5,5,0,3,7,1,65,65
12168,12169,12330,64,Female,44,Junior high school or below,han,0,2,0,6666.667,Urban,3,3,2,5,3,0,5,12,0,,
12169,12168,12330,64,Male,47,Junior high school or below,han,0,2,0,6666.667,Urban,5,3,4,4,8,0,1,12,0,,
12177,12176,12335,64,Female,38,Junior high school or below,han,1,2,0,385,Urban,,,,,,0,,19,1,76,76
12176,12177,12335,64,Male,48,Junior high school or below,han,1,2,0,385,Urban,,,,,,0,,19,1,76,76
12179,12178,12338,64,Female,42,Senior high school/secondary school/tec,han,1,2,0,156,Urban,,,,,,0,,10,1,64,64
12178,12179,12338,64,Male,43,Senior high school/secondary school/tec,han,1,2,0,156,Urban,,,,,,0,,10,1,64,64
12182,12183,12341,60,Male,46,Junior high school or below,han,0,1,0,30000,Urban,3,3,3,5,0,0,5,16,0,,
12183,12182,12341,60,Female,44,Junior high school or below,han,0,1,0,30000,Urban,2,3,5,3,1,0,1,16,0,,
12189,12188,12348,60,Female,30,3-year college,han,0,1,0,14000,Urban,,,,,1,0,,2,1,58,58
12188,12189,12348,60,Male,31,3-year college,han,0,1,0,14000,Urban,,,,,1,0,,2,1,58,58
12191,12190,12350,60,Male,38,Junior high school or below,han,0,1,0,16666.67,Urban,,,,,1,0,,9,1,68,68
12190,12191,12350,60,Female,36,3-year college,.,0,1,0,16666.67,Urban,,,,,1,0,,9,1,68,68
12193,12192,12353,60,Female,45,Junior high school or below,han,1,3,0,15200,Urban,5,5,5,5,2,0,5,22,0,,
12192,12193,12353,60,Male,47,Junior high school or below,han,1,3,0,15200,Urban,5,4,4,5,0.5,0,5,22,0,,
12207,12206,12369,71,Female,48,Junior high school or below,han,1,3,0,1391.111,Rural,5,5,5,4,2,0,5,24,1,83,83
12206,12207,12369,71,Male,49,Junior high school or below,han,1,3,0,1391.111,Rural,5,5,5,4,2,0,1,24,1,83,83
12213,12212,12377,71,Female,27,Junior high school or below,han,1,2,0,8945.714,Rural,5,5,5,3,4,0,3,4,1,69,69
12212,12213,12377,71,Male,34,Junior high school or below,han,1,2,0,8945.714,Rural,5,5,5,4,0,0,3,4,1,69,69
12215,12214,12378,71,Female,40,Junior high school or below,han,1,2,0,6060,Rural,5,5,5,4,1,0,4,23,0,,
12214,12215,12378,71,Male,44,Junior high school or below,han,1,2,0,6060,Rural,3,3,3,5,4,0,5,23,0,,
12218,12219,12380,71,Female,47,Junior high school or below,han,1,3,0,6735,Rural,5,5,5,4,2,0,4,24,0,,
12219,12218,12380,71,Male,49,Junior high school or below,han,1,3,0,6735,Rural,5,5,5,4,0,0,4,24,0,,
12222,12223,12384,71,Male,36,Junior high school or below,han,1,3,0,4000,Urban,5,5,5,5,1,0,5,3,0,,
12223,12222,12384,71,Female,34,Junior high school or below,han,1,3,0,4000,Urban,5,4,5,1,3,0,5,3,0,,
12225,12224,12387,71,Male,45,Junior high school or below,han,1,2,0,,Urban,5,5,5,5,4,0,5,10,0,,
12224,12225,12387,71,Female,44,Junior high school or below,han,1,2,0,,Urban,,,,5,5,0,5,10,0,,
12227,12226,12389,71,Female,44,Junior high school or below,han,1,2,0,140000,Urban,2,2,2,3,2,0,4,24,0,,
12226,12227,12389,71,Male,44,Junior high school or below,han,1,2,0,140000,Urban,4,3,3,3,2,0,3,24,0,,
12232,12231,12396,67,Female,40,Junior high school or below,han,0,2,0,5000,Urban,5,5,5,5,2,0,5,19,0,,
12231,12232,12396,67,Male,40,Junior high school or below,han,0,2,0,5000,Urban,4,3,3,4,0,0,4,19,0,,
12233,12234,12397,67,Male,43,Junior high school or below,han,0,3,0,9000,Urban,5,4,5,4,2,0,4,4,1,65,65
12234,12233,12397,67,Female,39,Junior high school or below,han,0,3,0,9000,Urban,5,5,5,4,1,0,5,4,1,65,65
12235,12236,12400,67,Male,48,Junior high school or below,han,1,4,0,8071.429,Urban,5,5,5,5,0,0,4,14,1,73,73
12236,12235,12400,67,Female,48,4-year college/Bachelor's degree or above,han,1,4,0,8071.429,Urban,5,5,5,5,3,0,5,14,1,73,73
12239,12240,12404,67,Female,27,Junior high school or below,han,1,2,0,5675,Urban,3,1,1,1,4,0,1,4,,,
12240,12239,12404,67,Male,30,Senior high school/secondary school/tec,han,1,2,0,5675,Urban,3,4,4,5,1,0,5,4,,,
12242,12241,12407,67,Male,46,Senior high school/secondary school/tec,han,1,2,0,11342.5,Urban,1,5,1,5,2,0,5,19,,,
12241,12242,12407,67,Female,46,Junior high school or below,han,1,2,0,11342.5,Urban,5,4,1,5,3,0,5,19,,,
12244,12243,12408,67,Male,47,Senior high school/secondary school/tec,han,0,2,0,1228.571,Urban,5,5,5,5,0,0,5,27,1,70,70
12243,12244,12408,67,Female,48,Junior high school or below,han,1,2,0,1228.571,Urban,5,5,4,5,3,0,5,27,1,70,70
12246,12245,12409,67,Female,27,Senior high school/secondary school/tec,han,0,1,0,1228.571,Urban,5,5,2,4,5,0,5,1,1,48,48
12245,12246,12409,67,Male,27,Senior high school/secondary school/tec,han,1,1,0,1228.571,Urban,5,5,5,3,1,0,4,1,1,48,48
12247,12248,12410,67,Female,29,Junior high school or below,han,1,2,0,3353.333,Rural,5,4,4,5,4,0,4,0,1,58,58
12248,12247,12410,67,Male,26,Junior high school or below,han,1,2,0,3353.333,Rural,5,4,4,5,1,0,5,0,1,58,58
12249,12250,12412,67,Male,38,3-year college,han,0,2,0,5500,Urban,5,4,5,3,0.5,0,5,2,0,,
12250,12249,12412,67,Female,39,Junior high school or below,han,1,2,0,5500,Urban,5,5,4,5,3,0,5,2,0,,
12253,12254,12414,67,Female,34,Junior high school or below,han,1,2,0,5000,Urban,2,3,1,5,8,0,2,5,,,
12254,12253,12414,67,Male,35,Junior high school or below,han,1,2,0,5000,Urban,,,,,,0,,5,,,
12255,12256,12415,67,Male,29,Junior high school or below,han,0,1,0,40000,Urban,5,4,5,3,1,0,2,6,0,,
12256,12255,12415,67,Female,31,Junior high school or below,han,0,1,0,40000,Urban,5,5,5,5,0.5,0,5,6,0,,
12257,12258,12416,62,Male,46,Junior high school or below,han,1,2,0,3840,Rural,3,4,5,5,3,0,3,3,1,88,88
12258,12257,12416,62,Female,40,Junior high school or below,han,1,2,0,3840,Rural,5,4,5,1,2.5,0,1,3,1,88,88
12259,12260,12417,62,Male,46,Junior high school or below,han,1,2,0,60,Rural,5,4,5,3,3,0,3,15,1,70,70
12260,12259,12417,62,Female,44,Junior high school or below,han,1,2,0,60,Rural,4,4,5,1,4,0,2,15,1,70,70
12261,12262,12418,62,Male,39,Junior high school or below,han,1,2,0,7488,Rural,5,4,5,5,3,0,4,6,1,69,69
12262,12261,12418,62,Female,31,Junior high school or below,han,1,2,0,7488,Rural,5,4,5,5,1,0,3,6,1,69,69
12266,12265,12421,62,Male,39,Junior high school or below,han,1,1,0,2748.333,Rural,5,5,5,3,4,0,3,17,1,64,64
12265,12266,12421,62,Female,37,Junior high school or below,han,1,1,0,2748.333,Rural,5,4,3,5,4,0,2,17,1,64,64
12267,12268,12423,62,Male,44,Junior high school or below,han,1,1,0,6000,Rural,5,5,5,5,6,0,5,23,0,,
12268,12267,12423,62,Female,48,Junior high school or below,han,1,1,0,6000,Rural,1,2,3,4,2,0,5,23,0,,
12269,12270,12424,62,Male,42,Junior high school or below,han,1,2,0,8876,Rural,5,5,5,5,3,0,5,12,1,76,76
12270,12269,12424,62,Female,42,Junior high school or below,han,1,2,0,8876,Rural,4,5,4,4,3,0,4,12,1,76,76
12272,12271,12428,62,Female,30,Junior high school or below,han,1,1,0,8180,Rural,4,4,4,4,2,0,4,3,1,61,61
12271,12272,12428,62,Male,28,Junior high school or below,han,1,1,0,8180,Rural,4,4,4,4,2,0,4,3,1,61,61
12278,12277,12434,62,Female,27,Junior high school or below,han,1,2,0,6666.667,Rural,5,4,3,3,7,0,3,0,1,52,52
12277,12278,12434,62,Male,28,Junior high school or below,han,1,2,0,6666.667,Rural,1,2,3,5,5,0,4,0,1,52,52
12284,12283,12438,62,Male,43,Junior high school or below,han,1,2,0,1666.667,Rural,4,5,4,5,9,0,4,10,1,71,71
12283,12284,12438,62,Female,37,Junior high school or below,han,1,2,0,1666.667,Rural,5,5,4,5,3,0,4,10,1,71,71
12286,12285,12440,62,Female,41,Junior high school or below,han,1,2,0,,Rural,3,3,4,5,3,0,3,19,0,,
12285,12286,12440,62,Male,48,Senior high school/secondary school/tec,han,1,2,0,,Rural,4,4,4,4,2,0,2,19,0,,
12288,12287,12442,62,Female,33,Junior high school or below,han,1,2,0,15542.86,Rural,4,3,3,3,3,0,3,1,1,56,56
12287,12288,12442,62,Male,30,Junior high school or below,han,1,2,0,15542.86,Rural,4,3,5,3,1,0,3,1,1,56,56
6628,6629,12446,21,Male,35,Junior high school or below,han,1,1,0,56666.67,Urban,,,,,4,0,,6,0,,
6629,6628,12446,21,Female,30,Senior high school/secondary school/tec,han,1,1,0,56666.67,Urban,,,,,1.5,0,,6,0,,
12291,3909,12447,3,Male,29,4-year college/Bachelor's degree or above,han,0,1,0,,Rural,,,,,0,0,,0,0,,
3909,12291,12447,3,Female,28,4-year college/Bachelor's degree or above,han,0,1,0,,Rural,,,,,0,0,,0,0,,
12292,2244,12448,104,Male,40,Junior high school or below,han,1,0,0,7250,Urban,5,3,5,5,1,0,3,24,0,,
2244,12292,12448,104,Female,42,Junior high school or below,.,1,0,0,7250,Urban,5,3,3,5,2,0,3,24,0,,
7988,12295,12452,41,Female,28,Junior high school or below,.,1,1,0,12000,Rural,,,,,1,0,,2,1,,
12295,7988,12452,41,Male,30,3-year college,.,,1,0,12000,Rural,,,,,0.5,0,,2,1,,
6150,6153,12454,28,Male,37,Junior high school or below,han,0,2,0,8725,Urban,5,5,5,5,1,0,1,12,0,,
6153,6150,12454,28,Female,39,Junior high school or below,han,0,2,0,8725,Urban,5,5,5,5,2,0,1,12,0,,
12296,5818,12456,11,Male,29,Junior high school or below,han,1,2,0,4356,Rural,4,3,4,5,0.5,0,3,2,1,52,52
5818,12296,12456,11,Female,27,Junior high school or below,han,1,2,0,4356,Rural,4,5,4,3,1,0,2,2,1,52,52
12299,1573,12460,101,Male,28,Junior high school or below,han,1,1,0,11666.67,Urban,,,,,1,0,,2,0,,
1573,12299,12460,101,Female,27,Junior high school or below,han,1,1,0,11666.67,Urban,5,5,4,4,2,0,2,2,0,,
6608,12300,12461,115,Female,32,Senior high school/secondary school/tec,.,0,1,0,9600,Urban,5,3,3,5,1,0,5,7,0,,
12300,6608,12461,115,Male,32,Senior high school/secondary school/tec,han,0,1,0,9600,Urban,5,5,4,5,1,0,3,7,0,,
10364,10363,12462,289,Female,32,Junior high school or below,han,1,2,0,18750,Urban,,,,,2,0,,3,0,,
10363,10364,12462,289,Male,33,Junior high school or below,han,1,2,0,18750,Rural,5,5,5,4,0,0,2,3,0,,
1713,1712,12471,82,Female,32,Junior high school or below,han,1,2,0,2375,Rural,5,5,5,1,2,0,5,8,0,,
1712,1713,12471,82,Male,33,Junior high school or below,han,1,2,0,2375,Rural,5,5,5,5,2,0,1,8,0,,
12306,710,12475,228,Male,27,Junior high school or below,han,1,3,0,12857.14,Rural,,,,4,1,0,3,0,1,47,47
710,12306,12475,228,Female,26,Junior high school or below,.,1,3,0,12857.14,Rural,4,4,2,3,3.5,0,1,0,1,47,47
2153,2152,12478,104,Male,45,Junior high school or below,han,1,1,0,24333.33,Rural,3,4,4,4,1,0,2,1,0,,
2152,2153,12478,104,Female,42,Senior high school/secondary school/tec,han,1,1,0,24333.33,Rural,5,5,4,5,4,0,5,1,0,,
12309,6132,12482,13,Male,25,Junior high school or below,han,1,2,0,7575,Urban,4,5,5,5,0,0,1,0,0,,
6132,12309,12482,13,Female,28,Junior high school or below,.,1,2,0,7575,Urban,4,4,1,5,11,0,5,0,0,,
12310,9644,12484,175,Female,28,Senior high school/secondary school/tec,han,1,1,0,,Urban,5,4,4,3,4,0,2,1,1,57,57
9644,12310,12484,175,Male,32,Senior high school/secondary school/tec,non-han,0,1,0,,Urban,5,1,3,4,2,0,4,1,1,57,57
12312,6892,12487,19,Female,30,Junior high school or below,han,0,1,0,6666.667,Urban,3,3,3,1,2,0,1,1,0,,
6892,12312,12487,19,Male,33,Junior high school or below,han,0,1,0,6666.667,Urban,4,4,5,3,2,0,1,1,0,,
5644,5645,12499,5,Male,35,Junior high school or below,han,1,1,0,,Rural,,,,,1,0,,8,0,,
5645,5644,12499,5,Female,31,Senior high school/secondary school/tec,han,1,1,0,,Rural,,,,,3,0,,8,0,,
6322,6323,12501,32,Male,42,Junior high school or below,han,1,2,0,3540,Rural,5,4,5,5,0,0,5,13,0,,
6323,6322,12501,32,Female,40,Junior high school or below,han,1,2,0,3540,Rural,4,4,3,5,2,0,3,13,0,,
872,12320,12503,228,Female,46,Junior high school or below,.,1,1,0,100,Urban,5,5,5,5,1,0,4,22,0,,
12320,872,12503,228,Male,40,Junior high school or below,han,1,1,0,100,Urban,5,5,5,3,1,0,5,22,0,,
12321,6296,12504,24,Male,30,4-year college/Bachelor's degree or above,.,,1,0,,Rural,,,,,0,0,,2,0,,
6296,12321,12504,24,Female,27,Junior high school or below,.,,1,0,,Rural,,,,,3,0,,2,0,,
2449,2450,12510,104,Male,45,Junior high school or below,han,1,2,0,3400,Rural,5,5,5,5,5,0,5,20,0,,
2450,2449,12510,104,Female,49,Junior high school or below,non-han,1,2,0,3400,Rural,5,5,5,5,2,0,3,20,0,,
782,12324,12512,233,Male,44,Junior high school or below,han,1,1,0,5866.667,Rural,5,5,5,5,3,0,3,12,0,,
12324,782,12512,233,Female,43,Junior high school or below,han,1,1,0,5866.667,Rural,3,3,3,5,4,0,5,12,0,,
